epoch,train_loss,val_loss,train_acc,val_acc,train_spikes,val_spikes
1,3.6324551552534103,3.310473016330174,47.6,43.5,0.347268,0.346298
2,2.7880946025252342,2.5948846340179443,47.6,43.5,0.347268,0.346298
3,2.1818138621747494,1.9619005748203822,47.6,43.5,0.347268,0.346298
4,1.5744139328598976,1.3488612600735255,47.6,43.5,0.347268,0.346298
5,1.0449153054505587,0.8716992139816284,48.9,46.0,0.347268,0.346298
6,0.7522191628813744,0.7372797386986869,57.9,61.5,0.347268,0.346298
7,0.7165501471608877,0.7256940347807748,60.4,59.0,0.347268,0.346298
8,0.7126232404261827,0.720610329083034,53.5,56.5,0.347268,0.346298
9,0.7072062566876411,0.7182373574801854,49.4,54.0,0.347268,0.346298
10,0.7110180761665106,0.7142522164753505,54.5,53.0,0.347268,0.346298
11,0.7066901884973049,0.7116225446973529,49.5,51.5,0.347268,0.346298
12,0.7073787823319435,0.7079430392810276,48.9,51.5,0.347268,0.346298
13,0.7014525327831507,0.7045551197869437,47.2,50.5,0.347268,0.346298
14,0.7033440954983234,0.7007934621402195,47.5,54.5,0.347268,0.346298
15,0.6992539968341589,0.7000056164605277,48.0,50.5,0.347268,0.346298
16,0.699315682053566,0.7008804338318961,48.1,51.5,0.347268,0.346298
17,0.6978036407381296,0.6980593289647784,49.4,51.5,0.347268,0.346298
18,0.6979218404740095,0.6974804656846183,48.5,51.5,0.347268,0.346298
19,0.6954438276588917,0.6925599830491203,44.6,50.5,0.347268,0.346298
20,0.6971340924501419,0.6944348982402256,48.5,51.5,0.347268,0.346298
21,0.6998307574540377,0.6919470259121486,46.9,51.5,0.347268,0.346298
22,0.6954813953489065,0.6905205249786377,43.8,51.5,0.347268,0.346298
23,0.6938866637647152,0.6876922590391976,43.8,48.5,0.347268,0.346298
24,0.6913019809871912,0.6841801064355033,47.1,47.5,0.347268,0.346298
25,0.6930495779961348,0.6842111604554313,44.7,47.5,0.347268,0.346298
26,0.6884248070418835,0.6853269934654236,45.4,55.5,0.347268,0.346298
27,0.6888505332171917,0.6831424236297607,43.6,47.5,0.347268,0.346298
