epoch,train_loss,val_loss,train_acc,val_acc,train_spikes,val_spikes
1,5.636879563331604,4.788176400320871,47.6,43.5,0.3595938,0.35793
2,3.5759762451052666,2.6498813118253435,47.6,43.5,0.358504,0.357259
3,1.7659297324717045,1.1180306843348913,48.4,45.5,0.3579186,0.356537
4,1.047655900940299,1.012205379349845,52.7,53.0,0.3572096,0.355986
5,1.0179540440440178,1.009789594582149,53.8,51.5,0.3570994,0.356176
6,1.0107378270477057,1.0197105492864336,54.8,52.0,0.3570412,0.355875
7,1.017154848203063,1.0112040894372123,54.9,50.5,0.3567118,0.355341
8,1.0310603734105825,1.0016764317240034,53.8,55.5,0.3563616,0.355334
9,1.0099454130977392,0.9776748589106968,54.4,52.0,0.3561098,0.355
10,1.0024586152285337,0.961917519569397,53.1,50.5,0.3558124,0.354591
11,0.9526460282504559,0.9184072443417141,52.2,50.5,0.3556654,0.354608
12,0.9177091680467129,0.895733824798039,52.7,48.5,0.355651,0.354519
13,0.8871284052729607,0.8902209997177124,48.8,46.0,0.3555072,0.354672
14,0.868659408763051,0.9320598074368068,48.5,47.5,0.3560454,0.355632
15,0.8841993939131498,0.941668689250946,48.4,46.5,0.356912,0.356447
16,0.8732312396168709,0.9871757626533508,52.3,47.0,0.3578184,0.357453
17,0.9597227219492197,1.0712501151221139,49.2,45.5,0.359031,0.358689
18,1.0527789406478405,1.2861160380499703,50.7,49.5,0.3597922,0.359379
19,1.1743419896811247,1.423435892377581,49.6,45.5,0.3604144,0.359009
20,1.230776907876134,1.3997752496174403,48.6,45.0,0.3591888,0.356883
21,1.3220319226384163,1.5313215936933244,47.8,45.5,0.3569702,0.355229
22,1.2478959262371063,1.3594709379332406,49.8,44.0,0.3557422,0.353354
23,1.0186383314430714,1.0030044232095991,47.3,44.5,0.3533124,0.351215
24,0.8895953446626663,0.9165531056267875,47.3,48.5,0.3512462,0.349679
25,0.8528758101165295,0.8810344764164516,51.4,54.5,0.3504882,0.349173
26,0.8302664458751678,0.8414984260286603,56.2,56.5,0.350116,0.348853
27,0.7815992999821901,0.7824134230613708,57.5,53.0,0.3498518,0.348684
28,0.751797117292881,0.7589938725743975,59.0,56.5,0.3496906,0.348649
29,0.7573595643043518,0.7181203620774406,55.8,57.0,0.3498496,0.348891
30,0.7279126271605492,0.6938569375446865,61.3,66.0,0.349992,0.349041
31,0.7290169224143028,0.707176787512643,57.9,64.0,0.3498718,0.348731
32,0.7470953799784184,0.6972223435129438,56.7,64.5,0.3497834,0.348701
33,0.7250562272965908,0.6988472512790135,56.8,56.0,0.349419,0.348454
34,0.7169949524104595,0.691128841468266,60.2,55.0,0.3495118,0.348709
35,0.7253886833786964,0.6954126187733242,59.6,53.5,0.3498482,0.349218
36,0.7081629280000925,0.7010925582477024,54.6,58.0,0.3502828,0.349522
37,0.7216923870146275,0.7131706135613578,51.0,42.0,0.3505294,0.349601
38,0.7079453077167273,0.6783566049167088,49.8,51.5,0.350535,0.349608
39,0.6858961526304483,0.6780556866100856,56.7,51.5,0.3504566,0.349444
40,0.687329538166523,0.6729163782937186,58.3,57.5,0.3503976,0.349414
41,0.690953690558672,0.663233722959246,58.3,59.0,0.3502906,0.349254
42,0.688541604205966,0.6789033583232335,54.7,51.0,0.350113,0.349153
43,0.6967069655656815,0.6721942509923663,56.2,52.5,0.3501236,0.349153
44,0.6928696222603321,0.6753030334200177,55.0,57.5,0.3501788,0.349293
45,0.7250868622213602,0.6926548736436027,55.2,62.5,0.3502312,0.349128
46,0.7212061733007431,0.6844544666154044,54.4,59.0,0.3499896,0.348902
47,0.7014803718775511,0.6923397353717259,52.6,52.5,0.349738,0.348405
