epoch,train_loss,val_loss,train_acc,val_acc,train_spikes,val_spikes
48,0.6990304216742516,0.6606623700686863,51.1,55.5,0.3494706,0.348302
49,0.6985323764383793,0.6855584297861371,51.2,48.5,0.3493,0.348291
50,0.7099757418036461,0.7075279440198626,48.0,44.0,0.3491294,0.347826
51,0.7212995029985905,0.7152045794895717,47.2,46.0,0.3490552,0.347745
52,0.7162619773298502,0.7191148144858224,49.8,50.5,0.348643,0.347409
53,0.7251942362636328,0.7124632596969604,47.0,51.0,0.348471,0.347361
54,0.7140698861330748,0.7106020961488996,51.0,51.5,0.3484104,0.347302
55,0.7133372854441404,0.7021142670086452,50.4,58.0,0.3484228,0.347047
56,0.7074807807803154,0.6780404448509216,52.3,60.0,0.3479926,0.346729
57,0.6912276670336723,0.6837578415870667,53.4,55.0,0.3475678,0.346261
58,0.6965147294104099,0.6948746527944293,53.5,47.5,0.3471788,0.345642
59,0.6940794792026281,0.6924010940960476,50.8,52.5,0.3465944,0.345096
60,0.7105335108935833,0.7139369079044887,49.3,51.5,0.3464782,0.345317
61,0.7122751083225012,0.7010063103267125,51.8,53.5,0.3462634,0.345062
62,0.7196780983358622,0.7169942685535976,52.1,51.0,0.345959,0.344535
63,0.7200309187173843,0.7025474565369743,53.1,60.0,0.345122,0.343346
64,0.7160946577787399,0.7131832667759487,53.9,55.0,0.3440532,0.34229
65,0.7083825971931219,0.7335941876683917,52.7,56.0,0.3432138,0.341582
66,0.7257693484425545,0.738643229007721,54.2,55.5,0.3423948,0.340895
67,0.7269221134483814,0.7480692608015878,52.8,49.5,0.3419518,0.340736
68,0.7306451667100191,0.734443119594029,52.2,53.0,0.3417612,0.340281
69,0.7297180071473122,0.736444354057312,52.3,52.5,0.3416706,0.340668
70,0.6999548189342022,0.7118865166391645,52.7,56.5,0.3414312,0.339947
71,0.7062572184950113,0.7114710892949786,52.4,54.0,0.3409568,0.339797
72,0.6964383386075497,0.7208406925201416,53.2,54.0,0.3408514,0.339365
73,0.6869166269898415,0.6792320523943219,57.0,58.0,0.340396,0.338878
74,0.6760168112814426,0.6805799944060189,58.9,58.0,0.3399036,0.338705
75,0.6736356653273106,0.6762709617614746,57.3,60.5,0.3395688,0.337884
76,0.6636329330503941,0.6694347262382507,57.7,60.5,0.3391116,0.337709
77,0.6565018221735954,0.6573682682854789,58.6,61.0,0.3385662,0.337127
78,0.6550060994923115,0.6523862055369786,59.4,62.0,0.3379464,0.336609
79,0.6564012598246336,0.6501586181776864,57.9,61.0,0.338007,0.336459
80,0.6510585267096758,0.6656860538891384,57.9,54.0,0.3377252,0.336402
81,0.6581381224095821,0.6556197915758405,57.1,57.5,0.3376972,0.336587
82,0.6520883738994598,0.6619337371417454,53.4,59.0,0.337705,0.3364
83,0.6484563425183296,0.6710430468831744,63.7,57.0,0.3376676,0.336194
84,0.6652425806969404,0.6626374040331159,59.0,56.5,0.3373602,0.335917
85,0.6601425297558308,0.6555420245443072,55.2,60.5,0.3371976,0.335793
86,0.652402738109231,0.6569454073905945,58.0,61.0,0.336938,0.335315
87,0.6589254681020975,0.6548282333782741,60.1,57.0,0.3365722,0.335123
88,0.6556740552186966,0.6684589300836835,56.4,55.5,0.3359652,0.334298
89,0.6548789050430059,0.6619323747498649,56.6,57.0,0.3355442,0.3342
90,0.6426837481558323,0.6395867126328605,61.2,63.0,0.33556,0.334084
91,0.6482555009424686,0.655484310218266,57.3,55.0,0.335295,0.334083
92,0.6291169002652168,0.6288283893040248,58.7,58.5,0.3354534,0.334143
93,0.6309130247682333,0.6320522342409406,57.0,58.5,0.3354774,0.333974
94,0.6317875031381845,0.6496674163000924,61.0,59.5,0.335282,0.333848
95,0.6357136368751526,0.6353046723774501,61.6,56.0,0.3352196,0.333814
96,0.6321593038737774,0.6502334475517273,60.1,56.0,0.3352532,0.333682
97,0.6357720047235489,0.6446924550192696,61.8,55.5,0.3350966,0.333739
98,0.6405214499682188,0.6371350799288068,58.8,60.5,0.3352614,0.333895
99,0.6455707997083664,0.6561598181724548,58.4,58.5,0.3355546,0.334254
100,0.6404762100428343,0.6484242337090629,60.1,52.5,0.3357152,0.334412
