avg_firing_rate,firing_rate_time,firing_rates_file,mem_potentials_file,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.86,"[0.52 0.78 0.88 0.86 0.86 0.87 0.87 0.86 0.88 0.86 0.86 0.88 0.87 0.86
 0.88 0.87 0.86 0.88 0.87 0.86 0.88 0.86 0.86 0.88 0.87 0.86 0.88 0.86
 0.87 0.88 0.87 0.86 0.88 0.86 0.86 0.88 0.87 0.86 0.88 0.86 0.86 0.88
 0.88 0.86 0.88 0.86 0.86 0.88 0.87 0.86]",/Users/mikel/Documents/GitHub/polimikel/UCR/Simulations/sparse_80_20/reservoir_delta/results/trial_5_date_2025_04_11_00_49/trial_0d6357/firing_rates_trial_0d6357.npy,/Users/mikel/Documents/GitHub/polimikel/UCR/Simulations/sparse_80_20/reservoir_delta/results/trial_5_date_2025_04_11_00_49/trial_0d6357/membrane_potentials_trial_0d6357.npy,1744325439,,False,1,04f82_00195,2025-04-11_00-50-39,0.03597593307495117,0.03597593307495117,20208,MacBookPro.station,127.0.0.1,0.03597593307495117,1
